Ensembl.ID	Mouse.Brain.RP.R1	Mouse.Brain.RP.R2	Mouse.Brain.RP.R3	Mouse.Liver.RP.R1	Mouse.Liver.RP.R2	Mouse.Liver.RP.R3	Mouse.Testis.RP.R1	Mouse.Testis.RP.R2	Mouse.Testis.RP.R3	Opossum.Brain.RP.R1	Opossum.Brain.RP.R2	Opossum.Brain.RP.R3	Opossum.Liver.RP.R1	Opossum.Liver.RP.R2	Opossum.Liver.RP.R3	Opossum.Testis.RP.R1	Opossum.Testis.RP.R2	Opossum.Testis.RP.R3	Mouse.Brain.TR.R1	Mouse.Brain.TR.R2	Mouse.Brain.TR.R3	Mouse.Liver.TR.R1	Mouse.Liver.TR.R2	Mouse.Liver.TR.R3	Mouse.Testis.TR.R1	Mouse.Testis.TR.R2	Mouse.Testis.TR.R3	Opossum.Brain.TR.R1	Opossum.Brain.TR.R2	Opossum.Brain.TR.R3	Opossum.Liver.TR.R1	Opossum.Liver.TR.R2	Opossum.Liver.TR.R3	Opossum.Testis.TR.R1	Opossum.Testis.TR.R2	Opossum.Testis.TR.R3
ENSMUSG00000021585	9.4818	7.3416	5.9467	35.5521	36.7836	38.4289	81.0752	142.0324	143.9799	21.2848	20.8878	20.4691	72.562	74.3675	102.6598	56.0681	66.2644	56.3746	9.8186	7.1117	6.3149	35.4047	34.0867	35.8186	335.1411	493.3381	579.1237	18.4666	18.184	17.3661	52.1642	58.5736	79.7599	22.3512	22.8604	21.9026
ENSMUSG00000063253	132.2672	159.2589	189.6928	14.4342	14.5548	17.6896	12.2338	14.0755	16.2865	506.196	605.3384	541.4549	82.6327	112.7932	69.94	149.302	143.4081	124.7233	49.54	40.7843	56.2185	6.754	5.624	6.1524	8.5593	10.4752	10.5006	167.555	180.6173	157.1567	54.7658	48.542	43.569	46.0959	49.0526	39.3281
ENSMUSG00000002190	9.7238	6.9437	7.9705	0	0	0	559.1396	948.6401	970.9752	2.9196	4.0655	3.8433	0	0	0	412.243	557.4707	393.1812	9.5777	7.1258	7.1512	0	0	0	487.8062	620.9033	569.2827	3.5312	2.3461	2.2009	0	0	0	488.8937	569.485	524.3241
ENSMUSG00000021537	141.4944	184.0236	216.0842	194.5484	177.0507	200.0886	453.1564	877.3295	887.2697	71.7927	77.4351	63.1451	184.8456	212.9453	158.1261	413.0149	499.6924	434.9079	106.2325	109.8232	116.5576	62.6533	72.193	77.8481	287.7897	379.3078	431.6047	48.9886	45.1543	32.9127	79.491	106.0104	105.0495	137.9964	119.0291	136.7343
ENSMUSG00000031715	22.3396	19.4811	24.8646	21.8482	16.8356	24.3417	42.6233	57.0494	56.0368	50.7423	51.8428	45.5294	26.1523	22.9283	24.3206	105.6688	124.3956	107.2262	30.4994	23.5391	26.3682	20.6495	21.2702	20.3477	59.3725	57.5376	58.5522	46.6817	40.2532	37.9083	23.2801	23.5292	21.5407	73.4798	65.552	68.2436
ENSMUSG00000039004	3.1354	2.8647	2.8076	1.1348	2.1139	1.6478	4.8552	1.3426	1.3061	4.3582	5.4615	3.9232	4.0802	3.182	2.6519	0.5809	1.012	0.9955	4.2373	6.9229	5.3214	3.3309	6.1871	5.383	4.5624	3.0942	2.4025	6.4654	8.4228	5.7103	6.1371	5.8053	6.7748	4.5776	5.1971	3.071
ENSMUSG00000039630	305.003	334.0321	373.4998	395.4714	377.7716	384.0436	461.3938	530.8456	560.5896	466.63	437.262	465.1555	471.4962	490.1917	589.5638	528.6328	560.4619	484.5283	240.7218	222.8405	216.2023	226.6359	239.6119	227.9947	396.7135	444.8038	410.9996	468.9149	339.2486	358.5233	258.2642	296.9031	348.886	286.2826	312.7751	278.1714
ENSMUSG00000003226	31.2949	33.4778	37.2453	31.899	33.9733	47.9413	43.0116	48.9935	51.818	44.4353	48.8746	42.492	16.4862	16.8328	20.6858	42.1732	47.0633	38.9678	80.6319	71.5976	67.037	68.0948	65.6473	66.4551	69.1741	64.2997	67.1914	64.5983	65.3798	60.0369	28.6654	35.1589	34.6879	61.0894	63.4722	62.6461
ENSMUSG00000026491	9.9192	9.2594	9.19	22.0591	25.7377	27.0388	51.2786	62.579	71.1709	13.939	13.8362	12.5016	10.8852	9.2753	15.8745	17.0404	16.1335	14.0056	29.2496	23.3819	23.8412	58.962	55.6516	58.583	154.0423	170.7842	169.717	24.2736	22.3433	22.5581	18.0464	18.9276	25.2016	29.816	26.7992	28.7078
ENSMUSG00000026826	19.8013	50.5183	59.3529	0	0	0	0	0	0	46.262	40.7406	25.0117	2.5862	1.6813	2.3323	0	0	0	8.179	15.4009	15.2037	0	0	0	0	0	0	26.9484	27.0605	13.5303	1.423	0.9846	1.5206	0	0	0
ENSMUSG00000036641	2.1984	2.6483	2.8925	0	0	0	6.5641	7.7255	12.018	2.2191	3.2578	4.0078	0	0	0	9.5503	9.323	11.077	19.5517	17.7318	25.9332	0	0	0	21.0297	25.9976	27.0074	3.7557	2.8511	2.1383	0	0	0	69.0053	76.229	78.5954
ENSMUSG00000026970	13.0102	14.007	10.9286	30.4684	41.4763	28.6068	46.302	54.1823	49.9685	15.7955	20.2382	23.3466	48.3975	42.9701	66.8359	16.8742	14.4012	14.7029	11.9643	10.0019	10.355	29.3799	29.3463	25.7494	70.9291	103.907	113.2153	11.2341	11.9479	12.7792	30.2425	23.9394	32.4577	8.4707	8.591	9.6831
ENSMUSG00000057182	9.408	7.1838	10.482	0	0	0	0	0	0	17.52	20.6432	13.1501	0	0	0	0	0	0	24.566	17.8548	23.3836	0	0	0	0	0	0	33.2306	35.8188	26.8426	0	0	0	0	0	0
ENSMUSG00000021743	8.8197	23.358	21.3132	0	0	0	0	0	0	19.2321	7.0041	18.9708	0	0	0	0	0	0	4.5086	17.5889	11.0796	0	0	0	0	0	0	21.4352	11.4169	18.0579	0	0	0	0	0	0
ENSMUSG00000109228	0	0	0	0	0	0	13.1549	27.4339	31.492	1.1203	0.8703	1.1022	0	0	0	14.1261	14.7316	16.3869	0	0	0	0	0	0	119.6231	150.4467	183.3954	1.9173	1.5633	1.3457	0	0	0	449.531	403.34	408.3697
ENSMUSG00000021608	23.3924	23.2781	27.6989	4.3849	2.9113	3.3638	4.3677	3.6023	3.7405	39.3963	31.2351	33.3771	3.839	4.1457	3.3152	5.9386	6.033	4.8953	25.5916	28.3302	28.9021	3.6	4.1264	3.6926	3.1799	3.0592	2.7902	32.8663	27.3901	29.3025	3.8356	4.5928	3.5914	6.1136	6.8468	6.0829
ENSMUSG00000063445	34.0326	21.1932	19.5302	20.6473	29.8114	27.407	5.0246	5.1467	4.4518	165.2614	175.6215	226.7119	89.1172	64.2605	95.1718	102.724	98.7757	103.7841	25.4437	19.4668	21.5071	17.0203	21.9857	21.0056	5.8078	5.1242	6.5855	95.4212	88.2863	97.6261	50.7239	37.6115	38.3962	82.3537	79.3875	70.2244
ENSMUSG00000045969	8.6998	13.0312	11.1072	7.6251	6.8189	6.1323	14.061	19.4665	12.7867	14.7012	15.334	15.7309	10.2273	14.5578	11.8497	20.1082	17.2834	18.9272	23.3555	35.1797	31.778	12.9572	19.1758	18.3977	64.7188	98.2366	91.3155	26.8372	19.1038	21.8216	15.8982	21.7638	22.3654	43.189	42.4637	47.2172
ENSMUSG00000031448	0	0	0	0	0	0	0	0	0	0.2181	0.4546	0.658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5422	0	0.1148	0	0	0	0	0	0
ENSMUSG00000032436	2.0436	1.3656	1.9834	4.393	2.8411	2.2603	8.806	5.3937	3.5447	3.0437	2.6501	2.5015	8.9599	6.1879	5.6331	0	0	0	2.4736	2.5414	3.1605	3.9992	4.218	5.0609	10.2178	5.5108	5.3337	1.9238	2.6144	2.4433	9.5052	5.4956	5.7133	0	0	0
ENSMUSG00000002222	40.6842	45.4532	43.4231	82.2348	61.3953	63.0085	14.4416	12.5742	13.7261	36.5151	30.1136	35.6858	56.4607	71.5283	54.2022	35.8822	35.6435	46.9304	75.2108	77.9525	75.8124	151.5103	125.2891	120.9507	29.7364	34.4285	33.4466	38.9305	41.9865	38.5735	66.4482	89.9201	78.9841	78.7867	103.6133	99.7035
ENSMUSG00000053604	9.3575	9.8104	7.9163	34.8551	8.8424	9.6128	38.9498	32.709	30.0653	8.5943	8.9941	8.7031	30.6121	30.3717	32.015	5.8027	6.0768	8.0101	15.1805	14.546	14.0259	21.3639	6.724	8.1436	27.931	28.3079	30.4658	13.0146	17.3754	13.2598	26.1776	34.0731	23.1673	9.94	11.9203	10.1728
ENSMUSG00000028399	46.7169	60.2324	65.7859	77.2474	83.9537	69.3035	10.0778	7.2529	7.1038	52.9562	46.9418	52.4164	98.2173	91.9843	82.2514	0	0	0	85.4999	96.5617	95.9223	126.4838	120.4646	97.1175	9.5025	7.8872	7.8638	70.8554	73.6702	77.4573	112.3076	90.3853	86.4829	0	0	0
ENSMUSG00000022828	14.1059	14.8135	15.7205	45.1854	23.2992	31.1111	59.911	62.4419	62.0439	12.6433	13.8563	14.1562	39.6984	34.9743	55.3279	27.9861	28.5982	32.1389	9.4727	9.7505	11.7483	23.157	15.8833	21.8312	28.6572	29.211	26.335	10.0509	7.3975	9.7152	22.3893	18.0304	27.0428	22.0856	25.2243	20.2675
ENSMUSG00000031823	8.5977	5.6567	7.0993	3.3269	9.3495	4.4882	6.0053	5.1273	4.2861	13.1352	11.0049	8.9341	8.5079	8.9238	7.8414	8.1047	8.9749	7.4825	21.1636	24.7722	20.9849	17.9741	21.5216	21.8506	24.7754	23.8347	22.3606	23.5465	22.8713	21.9798	34.1252	26.4645	21.8018	45.7062	47.1923	49.4944
ENSMUSG00000029828	0.4719	0.0928	0.4714	0	0	0	40.573	108.1777	125.6728	0	0	0	0.7083	1.375	0.9883	36.0022	30.2424	32.5287	0.3713	0.2071	0.4917	0	0	0	88.2496	119.9767	125.1606	0	0	0	0.4765	0.356	0.7446	50.5946	31.9407	41.3081
ENSMUSG00000063568	23.7861	23.8635	24.9229	0.4321	1.1325	0.1354	15.4919	20.5942	16.7609	13.2362	17.2857	17.171	0.3593	0	1.6707	23.5076	22.2948	29.3998	11.6528	11.1862	12.4632	0.1836	0.2234	0.2049	76.8198	119.7627	101.1733	15.9745	15.1962	14.991	1.4497	1.0028	1.549	10.8766	15.6789	16.5891
ENSMUSG00000034390	134.0005	106.0116	122.9353	27.8567	22.4604	21.2244	13.0529	11.2888	11.7804	106.5092	84.6987	94.2122	43.8978	51.9928	42.0296	7.3137	5.8652	6.3444	69.5985	76.9698	82.6542	42.3599	41.0232	37.4131	5.7108	6.5141	5.888	100.2658	93.4636	99.8566	69.107	80.2474	70.4187	8.9053	9.5175	9.5723
ENSMUSG00000026163	34.3343	41.2116	38.4844	0	0	0	14.871	21.0308	22.8333	57.8404	64.4373	50.7732	0.6717	9.2939	1.7547	28.7704	22.5495	20.6795	52.2763	68.8759	58.7368	0	0	0	53.9065	78.684	80.3535	69.9672	79.7484	63.5999	0.7742	12.4265	1.6676	18.0662	14.5353	14.6821
ENSMUSG00000051497	32.8532	15.7883	21.1126	1.3807	1.9739	1.6903	0	0	0	5.4441	3.7662	3.5199	0	0	0	0.0989	0.1045	0.1229	20.6216	12.9609	19.7679	1.0664	2.0116	1.548	0	0	0	1.8799	2.4525	1.6116	0	0.1859	0	1.5599	1.2454	1.0527
ENSMUSG00000056216	35.2418	36.1734	56.2717	130.3944	96.9944	106.1685	54.1626	54.3409	49.5412	20.9696	15.9437	13.6947	49.8985	42.7154	59.9921	17.7725	13.6097	17.3764	26.2167	25.6493	24.0819	56.952	57.5783	65.7461	105.8247	155.2386	139.82	12.112	11.808	9.8652	39.7249	26.5572	50.5207	10.6725	10.5634	10.0673
ENSMUSG00000030499	2.1875	2.1156	2.6725	2.1347	2.6538	1.6277	0.968	0.9992	0.9224	10.9036	5.4842	9.3996	0	0	0	5.0459	5.3856	4.8955	6.238	9.0201	7.8751	4.416	10.6525	10.1259	2.1394	2.5097	1.8316	20.8834	17.5191	29.9662	0	0	0	7.5243	7.3903	8.0248
ENSMUSG00000011008	0	0	0	0	0	0	0.4306	0.1038	0.0638	0	0	0	15.2674	17.9832	11.6387	15.1937	18.162	16.7826	0	0	0	0	0	0	0.2665	0.2315	0.5952	0	0	0	16.4141	21.658	12.3853	12.2682	12.1408	12.8412
ENSMUSG00000028194	98.3782	93.3537	85.5697	298.2344	285.917	233.6259	31.48	31.5431	32.3902	146.9811	136.9336	124.9423	383.2739	485.256	344.904	44.4928	45.0835	49.5499	44.7369	38.8136	45.4011	157.8626	156.7634	128.5308	8.7632	8.5838	7.1568	81.1858	85.1269	85.102	253.5607	300.7744	255.9864	14.8633	13.9941	20.8852
ENSMUSG00000069769	45.9131	37.527	40.7585	16.0233	13.8209	15.1553	36.0189	31.8586	30.0306	55.2185	48.4619	53.885	15.573	17.7528	12.5935	45.3732	55.1906	48.335	64.3536	55.2801	53.9274	29.1341	23.8584	23.7905	62.816	85.8871	96.9852	46.0667	50.9656	37.9936	15.1783	20.2246	20.9839	23.7315	22.6189	23.4757
ENSMUSG00000061666	80.7576	95.8917	96.3214	6.0248	9.1716	7.5999	71.7819	125.4038	135.4671	72.162	84.7746	74.2807	39.5677	23.1403	26.4713	82.463	76.815	77.1933	41.2432	35.1919	40.3019	4.9767	4.1531	2.3023	169.4972	257.858	261.1346	56.5459	57.7358	51.939	37.4841	23.5891	26.989	86.0457	89.7763	78.1895
ENSMUSG00000040254	7.1027	7.8212	8.7087	9.8715	8.4064	8.0534	0	0	0	4.479	5.9021	3.8168	4.4088	2.8773	2.9041	93.5436	88.4038	68.6317	4.6666	3.9002	5.129	4.4387	6.1034	4.1517	0	0	0	1.786	3.1026	1.4301	4.6944	2.9743	3.7129	65.0308	61.9392	58.6518
ENSMUSG00000021051	81.5516	99.2997	106.6026	72.316	47.3991	68.8985	37.1749	36.2283	42.8998	139.5955	133.4566	127.1343	38.8613	38.7803	37.0859	76.008	84.7822	75.5166	37.2	28.8673	34.8963	46.896	31.8557	40.7694	57.5454	78.5158	79.014	73.635	64.0927	57.6456	28.6715	34.9023	37.0819	91.9652	85.1701	121.353
ENSMUSG00000026154	117.166	115.1741	126.1464	148.108	209.8289	198.5947	170.2755	177.6898	143.2522	166.3452	238.7842	256.6588	142.2887	105.2475	109.5284	94.6793	91.3232	113.4548	56.6573	49.0846	53.4805	66.5457	65.9309	47.1554	78.9862	108.8585	103.7143	197.3867	240.9871	286.2199	140.5324	77.2385	91.5247	63.8958	60.3476	59.1106
ENSMUSG00000047161	0.7503	1.0555	1.7663	0	0	0	0	0	0	23.5214	12.9873	15.2386	0	0	0	0	0	0	1.3736	0.7735	1.3992	0	0	0	0	0	0	14.7732	10.4289	10.4519	0	0	0	0	0	0
ENSMUSG00000032011	1606.5395	1665.9998	1457.0576	5.0608	4.0194	1.7171	6.2051	3.6889	2.0375	3177.1903	2711.142	2819.3996	1.728	2.5008	1.607	20.5343	10.1675	12.6705	191.4753	228.8163	245.3004	2.8666	1.5263	1.2002	0.6075	0.2112	0.0905	1203.0092	1020.6854	1101.9334	0.7748	0.2412	0.5821	4.6709	3.1871	3.3913
ENSMUSG00000031831	0	0	0	0	0	0	207.1871	288.3437	262.7499	2.4934	2.8934	3.15	2.566	2.3635	2.6599	690.6386	723.237	712.3602	0	0	0	0	0	0	380.9373	716.0597	503.3937	6.6265	2.963	3.0316	1.5275	2.1842	2.4146	1038.5234	1133.4394	760.7422
ENSMUSG00000037287	19.8877	20.3322	17.8805	141.5899	128.684	65.1087	43.3617	43.8164	35.4431	16.2554	18.0363	15.9837	72.2399	76.334	55.6753	26.0033	25.4511	30.4101	32.6784	33.0796	35.9283	130.8932	101.3883	74.4317	58.6499	71.8014	80.1434	24.323	22.8074	31.07	83.6442	91.0261	62.5562	28.9019	32.7622	31.6136
ENSMUSG00000022265	77.2503	81.8773	77.9721	12.8317	14.1661	12.7594	7.2292	7.6505	9.4911	152.5502	119.563	138.6717	25.0437	24.3669	24.9276	14.6454	13.7829	13.3581	84.2913	81.901	78.1008	28.5277	28.6369	24.8037	8.1956	4.23	4.1059	110.4054	112.8401	124.1921	29.7138	23.6049	23.4419	14.0277	11.799	13.829
ENSMUSG00000032125	1.8263	1.172	1.0568	6.3562	7.962	5.1514	0	0	0	1.0923	2.0239	1.4847	6.6805	4.9321	4.9701	0	0	0	1.3562	1.5609	0.6493	8.8169	10.4083	7.1624	0	0	0	0.9258	3.7325	2.7436	4.6561	4.6792	3.8788	0	0	0
ENSMUSG00000032128	0.3682	1.181	0.806	0	0	0	0	0	0	1.5112	0.7775	2.1315	0	0	0	0.1611	0.3574	0.2101	2.5615	6.8685	2.8025	0	0	0	0	0	0	4.6326	4.6905	11.1208	0	0	0	0.4447	0.2959	0.5381
ENSMUSG00000053310	1762.0423	3235.9641	3086.475	1.6684	0.6359	1.254	3.977	6.2859	5.4347	3225.4652	1794.1331	4230.2028	1.2038	0	0.5598	0	0	0	273.5308	664.9368	543.1945	1.7009	1.38	1.2661	6.5374	7.3512	11.0222	2789.2343	1211.953	2218.2741	0	0.504	0.2432	0	0	0
ENSMUSG00000022270	48.8593	40.1772	42.8549	58.6757	69.6135	45.1281	25.4538	43.5084	50.2277	93.1766	84.7677	74.1713	44.1445	87.5371	90.5334	51.3657	55.7794	57.2839	49.8813	35.3149	40.4093	74.0015	111.3896	69.3663	77.1167	123.0423	131.14	60.624	60.9521	55.9736	27.7358	62.4267	50.6731	302.8518	282.6956	293.3926
ENSMUSG00000040452	8.925	14.9643	14.1111	0	0	0	1.1991	3.52	4.8328	20.2042	13.596	23.0591	0	0	0	0	0	0	17.5246	25.03	20.0773	0	0	0	4.2902	8.0604	9.064	22.355	16.3112	28.0429	0	0	0	0	0	0
ENSMUSG00000022752	155.914	166.9715	178.844	114.5634	107.9592	155.5525	107.198	155.8109	167.3463	111.1823	117.6592	112.9423	58.8533	63.5235	76.4173	56.0547	66.2384	57.8901	183.5839	154.9236	189.0064	157.2054	172.0801	160.6638	212.7296	261.5601	279.292	82.9552	71.6063	73.4379	60.5667	61.1211	67.9508	63.4052	85.7012	76.6006
ENSMUSG00000035258	2.5583	2.6097	3.6338	5.3586	5.7421	4.3361	6.452	3.3652	4.0143	8.3618	7.1709	4.945	2.3	1.5665	2.3035	1.8196	1.7152	1.9379	1.6201	1.5107	1.6984	4.2329	3.4144	2.7754	1.3521	0.8993	0.8947	3.0063	5.4542	3.0546	1.5865	0.5927	1.4781	1.3303	2.4488	1.4241
ENSMUSG00000022309	5.2585	3.6123	5.101	0	0.1904	0	0	0	0	9.7238	6.7881	8.5767	1.8021	1.5648	2.807	3.0057	3.8596	2.7674	6.0924	4.2169	4.4176	0	0.2064	0.5684	0	0	0	7.6166	4.0989	5.1754	1.3331	0.9054	1.8941	1.9241	1.7274	2.2399
ENSMUSG00000020728	2.7867	1.291	0.8414	0	0.2569	0	41.8684	80.9296	104.0522	2.2796	3.0728	2.6812	0.3043	0.5698	0.8486	38.0655	33.6738	52.0948	10.2397	4.5052	6.6555	0.6868	0	0	238.5823	415.2305	484.5072	15.3726	12.1318	11.7615	1.0227	1.6134	1.3116	135.8464	152.7606	145.4466
ENSMUSG00000018800	26.9162	25.6719	27.9821	6.5104	4.9038	5.6216	28.8391	33.1028	30.5606	22.0276	21.0944	19.5007	0	0	0	43.7656	42.4934	33.2066	41.2934	31.0161	32.4936	10.6105	8.4364	7.9775	30.7121	28.8718	22.5411	30.7784	30.488	28.2551	0	0	0	53.2978	59.1656	45.5454
ENSMUSG00000019989	0.9384	0.3344	0.9917	58.6808	103.4455	89.5894	0.165	0.0994	0.7338	0	0	0	0	0	0	6.6021	6.2229	6.2856	1.5064	0.1167	0.4925	75.0942	113.1623	82.4792	0.3829	0.4436	0.095	0	0	0	0	0	0	5.4404	4.4658	4.8184
ENSMUSG00000056050	42.8757	38.1685	43.4787	87.7153	84.5227	67.7265	52.4344	43.0975	40.2065	28.4362	25.9177	23.3762	58.5135	57.8823	79.9764	45.4487	44.2832	38.4365	57.3121	56.2024	56.4253	115.3407	109.8621	132.8356	71.0671	76.5972	76.7996	31.926	28.4894	28.434	62.4883	66.6555	86.0826	79.5662	63.5561	79.5407
ENSMUSG00000027692	48.866	55.2239	56.0463	2.5589	1.2195	1.4427	21.661	18.6484	20.9595	49.0234	47.3802	39.2827	1.0167	1.5882	2.1132	15.3987	15.7709	21.2242	65.5659	67.3116	73.5819	2.1742	2.1169	0.9712	14.5947	10.5161	12.3782	69.6726	58.567	59.5967	1.7294	4.0066	5.2457	8.5293	7.1744	11.0682
ENSMUSG00000035121	1.3871	0.5297	0.8414	0.6201	0.7389	0.6799	0	0	0	0	0	0	0	0	0	4.3404	5.1298	5.7214	1.4581	1.34	1.414	2.3713	2.8858	0.7354	0	0	0	0	0	0	0	0	0	3.6256	3.3318	2.6049
ENSMUSG00000041731	3.2813	3.135	2.0044	2.6485	3.8465	2.1328	0	0	0	2.8211	3.2198	2.0388	6.364	5.0235	4.4579	7.9447	6.9055	7.4779	4.2356	4.8053	2.8611	5.5719	7.1724	2.393	0	0	0	1.61	3.7098	2.3559	4.3911	4.7068	3.2741	7.2383	6.4924	5.2716
ENSMUSG00000061462	0.0942	0.1887	0.0436	0	0	0	0.3916	0.6304	0.4679	0.143	0.2562	0.2071	0	0.1734	0	139.3216	124.7947	183.2176	0.9848	0.942	0.7919	0	0	0	2.9365	3.1157	1.956	4.6851	4.3184	3.4691	0.6848	0.5685	0.1373	95.1149	95.3545	106.0973
ENSMUSG00000031642	5.6634	8.9771	7.6372	1.3887	2.7882	2.3322	6.2959	3.6584	3.663	3.717	5.6636	5.4213	0.7612	1.0368	0.7079	1.0673	2.5649	5.3348	9.7833	14.7696	14.9357	6.0759	9.4108	8.3261	3.8655	3.0481	2.2946	20.4167	21.4955	16.3772	2.958	1.4169	3.0431	2.9457	3.1358	6.5808
ENSMUSG00000030994	3.0923	0.9993	1.1911	0	0	0	11.9181	24.5354	23.892	4.4456	2.941	3.9757	0	0	0	64.2755	93.725	85.0169	3.9674	2.5769	3.0434	0	0	0	29.655	57.1057	51.0022	8.3731	7.3998	8.3017	0	0	0	206.0335	236.8965	164.5062
ENSMUSG00000079658	186.7084	278.4264	251.9605	168.1067	184.9727	217.6908	186.0289	236.096	194.563	223.7466	223.2951	230.3982	155.7906	187.578	168.4458	219.8251	207.8728	205.4141	92.5179	90.2747	102.094	60.3841	63.3929	72.2416	280.7688	365.6756	355.3225	223.4235	189.9207	170.2573	126.0042	150.6499	181.3702	346.9912	335.1495	298.1352
ENSMUSG00000022864	12.1632	9.6855	11.6734	13.6773	13.7264	14.4678	38.2606	42.8651	38.7104	10.8414	9.9041	13.1595	28.4348	24.7823	33.1821	13.8995	15.1271	16.0404	13.3783	9.4843	13.2149	16.4692	14.049	13.3197	104.1875	157.9318	175.6108	11.2306	9.0519	11.1485	23.9431	33.2462	35.0877	9.879	10.6806	12.0059
ENSMUSG00000022860	7.4882	1.7144	3.4119	0	0	0	0	0	0	4.4825	9.0211	5.7735	3.7692	7.0884	8.2056	56.5412	22.4201	32.1887	4.0709	0.6121	1.1745	0	0	0	0	0	0	2.757	4.7326	2.488	2.9957	5.309	6.3717	95.772	32.4718	67.5853
ENSMUSG00000022762	98.0046	108.1356	143.137	12.7072	4.317	9.7131	0	0	0	138.0049	123.9025	125.8343	0	0	0	0.9243	0.8353	1.6962	97.8992	90.452	105.3346	10.7967	4.5533	9.1014	0	0	0	87.9091	76.4016	86.3048	0	0	0	16.0469	23.434	20.2625
ENSMUSG00000004347	7.7625	3.0355	3.8437	0	0	0	75.4763	113.7467	108.2491	9.4554	18.745	20.649	1.8234	1.5967	2.0995	2.3509	2.2549	3.9522	11.3865	4.5395	5.6991	0	0	0	164.276	238.5463	254.0336	9.3311	13.7991	16.7462	3.1533	2.3269	3.5099	5.3441	6.258	5.9825
ENSMUSG00000008976	20.5886	22.4009	18.0442	88.633	76.912	80.4467	41.3875	44.2275	44.1256	34.8955	42.5041	40.0008	38.0594	42.7086	48.7675	56.8923	63.488	57.329	19.6602	17.9627	18.3533	66.841	59.841	60.4007	34.9863	33.2435	34.7205	31.4939	25.6084	25.9663	25.4224	30.7982	34.0915	50.2575	51.1217	48.4175
ENSMUSG00000022894	0.7902	0.6454	0.7357	0	0	0	10.219	6.1213	7.8632	1.7667	1.2171	0.9628	0	0	0	0.2598	0.5204	0.9648	1.7385	1.2775	1.7283	0	0	0	8.174	4.8485	5.976	5.0066	5.729	4.4084	0	0	0	1.5172	1.9883	2.1697
ENSMUSG00000042389	15.4976	14.3841	12.6894	19.2111	17.6563	10.78	4.5705	2.9219	3.1367	6.5543	8.383	6.4872	5.4282	4.8778	5.3286	15.8404	16.682	16.4125	14.3279	15.3805	15.4968	7.8698	8.277	9.0589	3.1427	1.9722	2.5997	14.7286	13.7449	9.5694	7.0308	7.9977	8.6552	92.6696	81.3862	93.7196
ENSMUSG00000030093	8.478	4.9627	6.0561	0	0	0	0.5168	1.4361	1.6793	16.3066	16.2397	10.283	0	0	0	0	0	0	9.1235	8.3212	9.0564	0	0	0	0.8609	2.1374	2.9759	11.9493	13.1091	8.4161	0	0	0	0	0	0
ENSMUSG00000030094	6.1988	7.0521	6.343	17.3834	19.0236	11.7222	5.4779	3.6185	3.3361	5.1698	5.9199	6.0611	12.5963	19.1201	16.6537	4.0898	4.81	6.3406	12.6154	14.5931	13.7051	17.8488	25.1471	20.8434	7.8627	8.0456	7.8475	15.2951	15.5455	13.005	17.0783	26.6901	22.044	7.4796	9.1145	8.72
ENSMUSG00000034037	1.9317	0.8581	0.9409	2.9908	4.0326	2.4674	1.1756	1.1798	1.1617	2.0917	2.1505	2.8175	3.5552	3.586	3.8318	13.6735	12.022	11.9439	3.0894	2.2042	1.8161	6.0326	7.1155	5.9979	1.2125	1.0535	1.4292	5.9966	7.2315	7.2	10.5435	9.9659	10.6909	17.7714	15.3662	15.2871
ENSMUSG00000021906	12.2092	13.6554	9.345	35.4822	39.0519	34.7669	10.7727	9.5244	10.309	3.2907	2.9079	2.85	20.764	22.3638	19.9394	4.8276	3.5059	3.7052	14.0902	15.7858	14.0789	36.464	41.6686	33.0217	32.7702	41.5517	40.7836	5.4796	7.5851	5.9074	13.1545	13.7351	11.4955	9.4356	10.0606	9.1049
ENSMUSG00000038910	27.383	29.2413	33.7366	9.9689	10.1244	12.1378	2.9915	2.5762	2.7845	29.7299	25.8826	31.5911	35.8481	16.0134	17.0524	0	0	0	85.4709	101.9967	106.5026	18.17	19.4575	20.8204	4.1976	3.554	4.6777	48.9124	46.9755	53.4026	51.5733	32.751	29.499	0	0	0
ENSMUSG00000062526	9.4067	7.7953	6.2094	9.2717	6.312	8.9189	3.429	2.9113	2.7974	1.6118	2.2688	2.3339	0	0	0	2.4315	2.6969	2.5229	21.8714	23.9067	21.0223	19.9193	19.1059	19.9803	9.1214	7.8264	12.8995	2.2958	3.914	4.0423	0	0	0	10.9241	10.4279	11.325
ENSMUSG00000032549	712.9302	947.7543	819.0477	0	0	0	5.2614	4.9218	4.1433	579.3392	472.1144	507.8254	0	0	0	0	0	0	168.7969	230.4738	210.0185	0	0	0	0.9448	1.3894	0.974	257.3861	201.1808	217.0856	0	0	0	0	0	0
ENSMUSG00000039055	0	0	0	0	0	0	3.3529	3.8514	4.0017	0.7743	1.2157	0.9432	0.5531	0.2422	0.3675	5.0122	5.35	4.945	0	0	0	0	0	0	3.5913	4.4381	4.8323	1.6043	2.1043	2.3919	1.0631	1.5885	0.5112	16.7855	16.2511	12.4997
