Ensembl.ID	Mouse.Brain.RP.R1	Mouse.Brain.RP.R2	Mouse.Brain.RP.R3	Mouse.Liver.RP.R1	Mouse.Liver.RP.R2	Mouse.Liver.RP.R3	Mouse.Testis.RP.R1	Mouse.Testis.RP.R2	Mouse.Testis.RP.R3	Opossum.Brain.RP.R1	Opossum.Brain.RP.R2	Opossum.Brain.RP.R3	Opossum.Liver.RP.R1	Opossum.Liver.RP.R2	Opossum.Liver.RP.R3	Opossum.Testis.RP.R1	Opossum.Testis.RP.R2	Opossum.Testis.RP.R3	Mouse.Brain.TR.R1	Mouse.Brain.TR.R2	Mouse.Brain.TR.R3	Mouse.Liver.TR.R1	Mouse.Liver.TR.R2	Mouse.Liver.TR.R3	Mouse.Testis.TR.R1	Mouse.Testis.TR.R2	Mouse.Testis.TR.R3	Opossum.Brain.TR.R1	Opossum.Brain.TR.R2	Opossum.Brain.TR.R3	Opossum.Liver.TR.R1	Opossum.Liver.TR.R2	Opossum.Liver.TR.R3	Opossum.Testis.TR.R1	Opossum.Testis.TR.R2	Opossum.Testis.TR.R3
ENSMUSG00000035189	7.3364	6.1364	6.458	0	0	0	0	0	0	4.6941	5.153	4.9245	0	0	0	0	0	0	22.1917	17.7045	18.884	0	0	0	0	0	0	10.8059	11.8038	12.2211	0	0	0	0	0	0
ENSMUSG00000090626	7.142	4.5049	4.2225	0	0	0	49.2428	80.4788	84.8479	11.9355	13.7651	12.7534	0	0	0	73.0147	100.8631	60.9182	9.5265	8.3708	7.1327	0	0	0	63.9297	81.5058	90.9629	27.0139	18.6378	20.4976	0	0	0	245.8722	281.1752	256.5974
ENSMUSG00000022704	8.0563	7.325	6.0458	8.2273	5.0098	4.3422	9.0629	9.9539	9.1429	2.2427	3.3052	3.8867	10.1243	10.3422	12.1502	8.5406	9.691	8.6386	11.0621	11.7226	10.1377	7.1198	6.2229	6.3601	7.6598	7.3327	7.2974	2.4909	3.7496	4.8671	5.4774	7.484	7.865	5.7178	6.4001	5.55
ENSMUSG00000037022	8.5084	7.6943	8.6553	24.2038	25.2428	23.6938	4.5903	4.5042	3.9062	17.4354	22.4838	21.9071	36.7419	39.5262	39.4571	11.6416	12.4921	9.8113	14.4582	16.7143	17.4052	27.8862	32.1687	27.5915	8.4168	6.8565	7.7837	16.8102	14.7077	16.7921	19.6474	26.8014	23.7548	11.5138	10.8623	10.2124
ENSMUSG00000031616	3.9535	4.5943	4.5631	10.4693	13.3241	7.2908	10.7358	4.862	6.3079	1.9953	2.5538	2.3433	22.2659	15.4062	20.4513	71.6536	60.0453	55.4471	1.1753	1.5319	1.4286	6.3836	5.7311	5.1999	1.668	1.1101	0.8455	0.7432	1.2876	1.8877	19.695	10.1044	12.8581	32.8203	26.7201	23.1045
ENSMUSG00000031618	12.9824	16.9601	17.0779	6.0723	5.3778	5.8063	3.6677	2.6501	3.3039	34.896	22.6392	32.7038	7.226	8.0327	10.6508	13.2167	13.7942	12.6887	23.4544	31.3668	30.212	16.4369	15.2249	14.7083	4.0593	3.1101	4.7119	46.0387	37.6694	41.1996	11.5612	13.4874	15.5976	10.8638	10.0772	11.5705
ENSMUSG00000037262	16.4738	16.8882	14.6396	17.2134	24.8016	20.0481	13.9258	11.6727	14.4796	32.4704	32.1661	26.3019	24.1985	24.5339	24.3601	37.9414	44.7645	36.1891	14.7297	13.8089	12.9295	10.7406	17.8686	11.0361	9.2611	7.4074	9.0294	28.0771	22.977	19.3265	12.612	19.3536	15.2107	21.9447	22.2523	19.8667
ENSMUSG00000024145	19.9158	22.4446	26.6321	9.2254	12.6752	28.0675	26.7769	36.1153	51.3688	14.6128	17.4666	21.7226	17.5506	20.3482	12.6166	46.7189	42.0157	34.2607	20.9767	17.0503	22.5262	8.9581	8.4243	11.8213	150.3085	192.5822	199.5935	11.3076	14.1273	18.1833	24.1851	19.6576	9.9237	191.504	210.4091	189.8971
ENSMUSG00000041439	45.2932	34.903	35.9181	3.9786	3.8237	4.7973	1.4326	1.0708	1.2998	51.4479	48.9098	53.6453	1.5455	1.251	1.681	0	0	0	59.7267	56.0635	54.6659	6.1975	7.6109	7.8637	3.1525	3.4533	3.6415	43.7002	46.5188	45.115	2.4315	2.3931	2.5931	0	0	0
ENSMUSG00000052632	23.2329	23.4857	20.4446	10.808	23.8343	17.8746	1.4746	0.6496	1.1728	37.1543	27.2973	36.4985	7.9168	6.5975	8.5248	5.4539	4.8236	7.344	20.473	22.6819	19.9479	11.8536	32.4152	22.4694	0.3338	0.0966	0.2072	33.7383	26.3938	31.5292	7.6903	6.6301	11.0791	3.9054	3.8706	8.2589
ENSMUSG00000041248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0963	0.2021
ENSMUSG00000018796	32.1019	31.1501	27.2921	1035.6129	1534.9573	966.4157	26.7897	72.3089	78.2481	22.0594	25.1826	20.4276	1061.5051	1262.2219	1922.314	10.8509	10.3375	10.7965	31.1198	33.9381	36.4556	992.7465	1393.5828	909.7072	444.4058	930.0614	965.7874	26.7903	29.0793	30.0521	884.7692	1037.8648	1175.1943	10.1115	9.2952	8.4794
ENSMUSG00000068250	30.9616	39.4374	37.0956	15.2655	13.5795	19.5701	87.5297	133.8928	146.7193	43.4192	44.4358	45.1108	14.6817	16.016	11.5462	20.8386	20.6898	31.0438	20.4358	22.784	24.539	15.91	11.0493	14.386	214.4733	278.7541	305.6766	21.3378	25.4091	28.1726	9.386	6.9827	6.008	24.0558	27.431	30.829
ENSMUSG00000021067	2.7248	2.2018	1.8895	4.0865	3.2458	2.5597	15.3742	20.9584	22.8651	9.47	10.1283	11.2304	20.163	21.9118	17.3261	14.4664	12.2892	14.1084	16.672	20.5279	18.8342	26.3881	25.283	21.9051	113.942	143.4471	149.6101	16.9209	15.9976	20.1721	24.894	27.9209	22.9404	48.0405	47.3779	47.0278
ENSMUSG00000021852	6.9465	7.7774	5.6564	0	0	0	0	0	0	2.6204	2.6404	2.9299	0	0	0	0	0	0	12.2858	12.8323	13.2429	0	0	0	0	0	0	2.4492	2.929	2.3848	0	0	0	0	0	0
ENSMUSG00000000560	153.9928	166.3791	240.8206	0	0	0	0	0	0	370.7334	330.3948	275.5775	0	0	0	0	0	0	67.6949	59.0699	75.3245	0	0	0	0	0	0	142.5201	132.5952	136.2289	0	0	0	0	0	0
ENSMUSG00000064128	0.8564	0.7384	1.0323	1.9896	1.6148	2.0977	13.3658	19.2603	22.4747	1.1941	1.1626	1.3781	1.7113	1.2006	1.2218	41.2803	47.6301	39.6182	1.6755	1.8037	1.5951	4.7201	3.5851	4.6724	15.6075	18.0563	19.464	4.5087	3.5331	4.2948	1.9295	3.2135	3.5634	44.0144	38.5528	42.6112
ENSMUSG00000022184	7.0097	6.7923	6.4984	18.0275	18.2883	24.466	15.236	11.3946	11.9901	6.0589	6.1313	7.2217	13.4302	11.4328	19.2969	10.167	8.4574	7.8672	10.9923	11.6534	10.1292	22.1631	27.7492	24.4884	21.4465	22.7046	24.1988	14.6534	15.7079	14.9016	27.6652	25.3319	34.7744	24.6264	21.4225	17.611
ENSMUSG00000021725	9.3016	7.7279	7.7722	0	0	0	3.9295	4.3742	6.1267	6.2172	8.3555	6.7963	1.9765	1.464	1.1487	4.3971	4.6262	5.0286	17.1391	12.7011	14.0157	0	0	0	8.3781	8.8485	13.096	17.159	17.0244	13.6429	4.0544	5.0489	5.1537	12.4221	11.8267	11.3323
ENSMUSG00000025089	30.2311	15.1859	26.5313	97.5367	138.9292	166.1343	2.2588	1.9222	2.2322	35.982	20.3632	28.964	23.3721	16.0877	27.2854	36.1299	43.4395	34.4159	23.6154	13.9666	22.8521	86.7814	128.1098	124.8717	2.5627	5.1014	5.342	19.2847	16.4863	17.5874	18.0791	9.1567	19.7877	158.5352	161.4705	130.0269
ENSMUSG00000033417	25.799	22.4556	26.7641	22.7323	21.068	29.8757	29.8962	43.5717	50.8617	11.6401	14.8149	14.1816	10.4537	11.6612	7.9918	23.8262	26.5653	20.4421	39.5189	35.8211	38.5226	52.9663	45.0643	48.3595	200.7205	286.9512	308.7976	49.4269	41.3646	37.2513	25.4466	21.0539	19.7026	58.6968	48.5189	41.6184
ENSMUSG00000030846	38.1917	45.8913	51.7806	42.9723	47.0369	57.6541	34.8337	37.0112	44.5521	27.457	30.554	21.8721	18.7177	20.9652	21.1009	43.5399	42.8351	41.7654	49.3899	29.684	30.7955	60.7528	54.8723	63.3813	44.155	39.1049	42.1359	85.5324	80.1318	82.8009	87.3461	104.437	85.3952	43.9246	38.5166	49.6091
ENSMUSG00000030847	11.1443	6.4828	5.4768	89.6087	31.033	41.847	15.7295	11.7212	13.723	4.306	5.9322	5.0054	35.7085	31.739	29.4143	22.2922	20.5358	23.7065	4.1246	2.0577	1.8651	54.3219	14.2876	28.6408	7.4634	8.6318	12.4432	5.1279	4.2385	3.4349	16.9956	16.5431	15.7762	26.0288	22.3253	18.0139
ENSMUSG00000049971	18.1626	19.1727	8.3224	19.7495	38.5156	21.5537	3.3387	12.8457	18.5174	8.4196	6.6235	6.7447	15.9334	12.7829	15.3954	1.547	0.9099	1.0187	14.9381	19.1151	9.6448	26.8484	48.2262	23.4933	72.8403	103.2319	146.5205	9.4789	8.695	6.5211	14.7402	14.971	11.5619	2.936	2.4389	2.2882
ENSMUSG00000033882	0	0	0	0	0	0	48.4659	65.1398	71.9111	0	0	0	0	0	0	49.6289	47.1744	37.1678	0	0	0	0	0	0	54.5861	60.6551	66.7493	0	0	0	0	0	0	36.0956	40.4207	33.4133
ENSMUSG00000047330	3.4896	1.5333	2.923	0	0	0	3.6172	1.6594	2.5108	0	1.3786	0.786	0.1372	0.8414	0.5105	0.3495	0.5815	0.3039	2.0464	1.6942	1.7878	0	0	0	2.3095	1.3894	2.2485	1.1626	0	1.6241	0	0.2298	0.2219	1.0389	0.4707	0.7183
ENSMUSG00000026721	30.1641	35.3548	36.0759	28.1907	22.6322	24.1975	20.7511	28.1244	30.9298	0	0	0	18.0897	19.0875	30.1373	56.9569	57.5185	69.674	49.9871	45.5585	45.5748	41.7923	39.3402	39.5075	40.7155	45.9224	44.1755	0.6663	0	0	24.3309	31.2969	38.007	152.1786	125.0048	100.5426
ENSMUSG00000026587	98.1051	98.159	124.4596	0	0	0	0	0	0	170.9408	135.532	150.4178	0	0	0	6.5651	6.4051	7.9263	80.9494	87.6624	96.9756	0	0	0	0	0	0	89.3445	93.1572	99.9081	0	0	0	4.4718	3.9235	5.5986
ENSMUSG00000036155	27.3031	28.4093	29.0422	9.2129	4.916	8.3109	19.0136	15.5891	24.4824	42.5852	33.7224	34.757	2.3978	3.3518	3.7849	14.7817	15.7563	16.9349	35.921	32.9039	33.5917	20.2493	11.0712	15.7261	20.3963	8.7991	20.7397	46.3318	45.7519	48.3244	9.2082	9.9345	10.5597	23.1103	23.1503	24.0441
ENSMUSG00000050668	45.9307	53.0141	54.7328	47.2458	37.067	41.6805	46.2381	50.5063	48.9067	46.6105	53.2772	45.3748	28.2571	29.8799	28.1249	56.3444	59.8332	53.6556	36.0672	33.1432	37.8269	16.902	21.5982	21.0433	42.6457	51.0021	48.6902	51.0748	31.421	25.4424	12.1428	14.8188	22.1881	48.8539	46.6307	51.2627
ENSMUSG00000055760	4.4543	6.9994	4.9882	9.4701	7.8224	7.2171	12.0523	12.7439	11.0679	22.8101	31.4846	22.0412	61.422	48.8169	44.8332	23.4068	28.912	25.6674	2.3574	4.1088	5.2991	4.2913	5.2224	5.8398	12.461	29.4009	23.4295	14.9988	15.918	12.8508	24.9543	23.3066	20.7948	23.707	20.1542	18.4814
ENSMUSG00000024245	41.009	72.4014	46.9013	0	0	0	0	0	0	54.7356	39.7927	52.2225	8.4947	6.5082	8.6273	0	0	0	35.229	80.7949	57.9893	0	0	0	0	0	0	67.6493	59.5146	69.1874	8.2685	5.6164	7.0486	0	0	0
ENSMUSG00000022120	9.6668	12.1332	11.6628	0	0	0	7.6862	9.4195	9.6825	10.9396	10.4313	10.8651	1.9992	2.075	1.8291	2.5287	3.2782	2.5158	10.0735	10.988	11.5725	0	0	0	12.1013	12.7424	14.4522	9.0659	9.396	9.5374	2.4286	2.2142	3.3106	7.1988	7.0053	8.3314
ENSMUSG00000043157	0.1386	0.3703	0.1569	0	0	0	0.7211	0.7348	1.3156	1.8699	4.1398	4.0298	0.3612	0.3688	0	1.0422	2.0398	2.1315	0.1236	0.2585	0.3636	0	0	0	6.0073	13.7207	12.9696	3.874	4.655	4.9202	0.162	0.4032	0.3892	0.7809	1.4258	1.5749
ENSMUSG00000057455	223.8202	167.1228	132.2593	0	0	0	0	0	0	13.0884	12.8064	14.5802	8.0044	1.547	4.7279	0	0	0	108.3537	66.7982	72.627	0	0	0	0	0	0	7.3288	8.8142	6.5156	6.8379	0.5436	2.7984	0	0	0
ENSMUSG00000024548	2.8969	4.4443	3.9761	0	0	0	0	0	0	6.467	5.3242	7.9516	0	0	0	2.444	1.7977	2.8575	10.6663	16.0092	14.0573	0	0	0	0	0	0	39.0804	30.2059	36.0182	0	0	0	2.7915	2.9739	3.1628
ENSMUSG00000025429	10.6145	12.0657	10.3336	58.6961	84.29	58.2541	12.5438	13.9058	18.7029	0	0	0	4.4315	5.3047	7.5982	3.9066	3.0653	6.1078	8.9444	9.7406	9.9903	46.6622	58.4963	44.0416	3.1739	2.6003	3.2407	0	0	0	3.8183	3.1313	4.4223	2.2673	1.8235	2.2383
ENSMUSG00000021619	18.3923	18.8084	19.6472	10.3195	14.8126	17.367	8.1047	6.3021	5.9726	4.3903	6.0319	4.9747	11.6265	13.1093	13.4641	9.6358	11.4618	7.4051	16.6099	14.8167	16.166	11.1976	13.6275	12.1494	5.9469	4.3581	4.7475	5.2512	5.8109	7.1457	13.425	18.7389	15.2524	10.1989	11.4881	9.2561
ENSMUSG00000021671	25.7515	29.8612	26.6752	4.1966	4.9884	5.1983	21.9724	26.6504	25.7883	1.753	2.5416	1.9883	1.7892	1.1463	1.7202	15.6756	16.3874	17.6317	30.753	30.6873	29.6185	6.0896	9.4588	6.2181	46.0581	57.2341	57.2906	4.2053	4.364	6.7976	1.5909	3.4541	2.2802	15.6602	18.9618	22.6599
ENSMUSG00000041624	29.8348	34.2377	36.4416	0	0	0	1.0373	1.163	1.4978	65.9357	56.2817	76.0631	0	0	0	1.6116	1.0936	2.8372	43.0845	40.9886	43.0097	0	0	0	1.7154	2.5964	2.2453	85.8272	71.8845	89.8504	0	0	0	8.1853	7.117	11.7391
ENSMUSG00000025898	14.9863	13.9138	14.6241	33.6007	30.5256	33.5224	27.973	33.8194	34.1968	12.4527	11.7129	11.9303	9.3117	11.9362	13.6246	14.9293	19.3535	17.2144	24.4082	18.0128	18.3188	22.4455	22.4054	24.0211	27.6424	26.6949	25.9023	13.5879	10.0818	9.794	9.8529	11.3626	14.5558	20.6655	22.0309	20.5354
ENSMUSG00000021690	19.896	19.9725	20.4968	13.3934	12.1781	9.1947	20.7738	24.1877	27.1111	11.9156	10.996	12.1304	11.7362	11.9104	7.2763	24.3236	24.0851	25.0537	28.8062	29.4272	31.0192	27.9939	28.1966	21.6775	30.4256	35.0357	35.9594	29.3644	28.6045	27.4347	19.7059	24.2828	20.3411	39.8473	43.3045	47.4425
ENSMUSG00000007617	47.5985	98.8849	89.3572	6.5339	6.8643	10.4178	7.182	7.0617	8.1542	111.636	84.5129	73.9586	0	0	0	36.9109	51.1004	41.9387	132.2415	175.1672	162.7426	16.1497	16.2761	19.5826	23.3879	30.5199	31.3538	191.811	126.1842	97.7739	0	0	0	111.7403	109.3049	93.3154
ENSMUSG00000025977	0	0	0	0	0	0	101.2349	119.4045	146.0535	0	0	0	0	0	0	29.061	32.2066	27.3498	0	0	0	0	0	0	198.0022	221.4411	226.2083	0	0	0	0	0	0	55.4088	63.5556	49.803
ENSMUSG00000026648	3.7283	4.5802	4.864	3.696	4.4836	4.0457	4.9007	5.0124	6.0952	3.3058	3.9944	3.517	2.8784	3.7455	3.1547	5.5843	6.3873	7.5091	5.3594	6.0691	5.3558	5.9637	5.5205	4.0734	4.8814	3.8356	4.388	8.5902	8.4241	7.1505	2.627	2.5253	3.2135	5.687	5.7574	8.4733
ENSMUSG00000026643	51.225	61.2771	67.0181	30.5356	19.8133	24.4228	118.5222	145.2279	179.233	50.3027	48.3181	41.9591	24.4133	21.5753	16.6229	2.186	2.5149	2.1593	65.5265	72.6962	71.4543	25.522	21.0326	21.6567	82.0527	92.491	106.5552	49.1607	38.0706	43.4632	22.2705	28.2061	21.6768	1.2981	1.0854	1.6494
ENSMUSG00000038127	19.1003	21.7417	18.3003	30.8374	38.1758	22.2294	21.8182	27.6268	31.7	30.5925	24.0063	30.7501	32.3172	32.0697	24.2238	12.9048	6.4212	12.9049	27.5894	23.819	26.7643	43.6195	41.9511	43.0671	104.4413	151.4839	143.7943	38.0806	30.4187	35.9048	23.0083	29.0591	26.4416	7.1686	4.7274	5.5837
ENSMUSG00000038128	129.3464	240.4059	204.7157	0	0	0	19.5737	33.7597	41.3703	103.2723	120.3902	103.4683	0	0	0	57.8193	49.0191	42.0169	74.4093	100.638	95.5822	0	0	0	43.242	68.3528	73.9378	81.4776	89.7977	77.5817	0	0	0	107.1145	75.3152	79.6235
ENSMUSG00000033949	5.946	3.397	4.7168	0	0	0	109.0257	209.9571	268.7308	16.6209	18.5523	11.9402	0	0	0	154.8174	195.5797	129.8925	3.056	1.483	2.2041	0	0	0	115.1705	140.1498	125.7156	30.8311	33.8201	31.4457	0	0	0	139.1401	117.6713	163.5745
ENSMUSG00000045817	8.5957	7.2979	7.1376	12.1737	27.2458	9.5317	8.3606	4.51	4.1111	10.8853	8.3146	9.1666	56.1192	51.9098	43.324	17.9171	17.3986	18.4238	5.5467	5.7849	4.1801	19.6707	23.7146	14.7978	2.7561	1.8506	1.4223	16.3713	15.3239	13.4727	51.3742	48.1225	42.9282	4.0548	3.5995	4.8007
ENSMUSG00000040852	3.0777	1.8476	2.2364	0.2584	0.7389	0.3237	8.9099	18.5954	19.9887	1.9093	0.9216	0.633	5.95	5.2485	8.5979	10.4825	10.6444	14.0868	5.1523	3.766	3.4124	0.4392	1.3361	1.471	36.9329	62.0532	61.7636	2.1734	0.9924	1.2698	10.2297	8.5013	12.3356	9.5487	8.2856	10.8498
ENSMUSG00000036334	0.6844	0.2922	0.5705	0.2073	0.8296	0.8047	0.9586	0.5772	0.9283	0	0	0	5.5193	3.2124	6.4897	1.2379	0.7402	1.0741	1.6361	0.5615	1.1288	1.3381	1.4142	1.1009	0.8372	0.9562	0.8904	0	0	0	5.1926	2.9296	5.3266	4.688	4.0086	6.9604
ENSMUSG00000027763	53.9625	47.2694	49.2182	116.1881	97.8172	59.3041	37.7831	19.2437	16.8876	80.4558	83.0303	87.9121	48.94	51.1326	61.9381	23.2976	25.6261	32.0311	49.9022	35.7732	42.3566	105.1543	91.163	81.9184	32.7887	14.109	11.9713	64.3099	60.2173	61.6685	34.0965	36.4648	52.85	8.3709	7.9106	13.1443
ENSMUSG00000039676	2.5423	2.8748	7.4845	0.2523	0	1.0269	5.8721	8.3726	6.1976	1.3314	1.8117	1.5831	4.6048	4.3596	8.0421	0	0	0	3.9767	2.1157	4.2342	0.4286	0.2608	0.2392	26.6728	32.0813	27.9735	1.1414	1.0858	0.8456	1.8127	0.9406	3.5412	0	0	0
ENSMUSG00000022253	48.9683	34.5418	46.8972	215.384	253.1345	340.4256	25.4681	22.0833	19.4165	6.3071	8.635	9.1799	98.6038	110.7592	99.9631	8.8082	9.0306	10.0536	59.3652	46.1802	49.4963	361.309	325.5015	302.4617	55.8951	67.6782	65.0169	9.4133	9.2913	11.0117	76.2193	85.786	86.4671	24.4358	19.2322	20.9173
ENSMUSG00000050953	263.6928	225.8749	216.0062	9.7036	7.6744	7.9317	278.4214	156.0204	154.1652	375.2652	374.0769	389.2855	104.4924	68.4274	42.1749	249.066	264.0447	307.2992	109.414	100.1284	105.5311	7.2507	5.266	5.2233	55.3649	30.7396	26.1304	145.5401	153.7974	156.8944	55.3109	32.2322	18.7784	85.6778	73.7987	76.9363
ENSMUSG00000042417	1.3662	0.6808	1.0751	0	0	0	1.3629	2.4785	2.247	0.4435	0.1801	0.6951	0	0	0	0	0	0	0.6815	1.0799	1.094	0	0	0	1.42	2.1687	2.0182	0.8353	0.1362	1.4852	0	0	0	0	0	0
ENSMUSG00000021758	1.4804	0.3441	1.6763	0	0	0	346.3842	511.9448	515.716	0	0	0.0378	0	0	0	181.2408	237.0692	226.1416	2.2388	0.8404	1.9004	0	0	0	431.2278	499.1637	543.9985	0.8738	0.3563	0	0	0	0	272.5673	306.4311	277.3227
ENSMUSG00000024069	12.5896	13.3652	14.4764	17.0957	32.7512	35.9573	14.9722	12.8237	11.6495	15.1522	13.6197	13.3149	19.7304	22.0664	22.7776	12.5787	10.9718	12.9893	10.7697	12.0729	11.2736	19.4318	26.1907	28.9123	15.1567	13.3993	13.8105	10.0112	14.1102	12.1699	17.2725	17.236	13.8887	13.7946	14.3022	13.1616
ENSMUSG00000071042	4.7133	2.9679	2.4076	3.8091	4.5017	3.6026	0	0	0	2.4366	2.7269	1.2231	1.9622	1.2621	1.5544	0.6574	0.6353	0.6819	8.2808	5.0019	3.5808	8.026	10.0434	8.7451	0	0	0	5.8948	6.8007	3.3053	5.3759	4.3209	5.1114	1.6179	1.4817	1.4587
ENSMUSG00000020386	159.2975	187.3612	169.4922	1119.8915	1037.0735	973.6071	157.8805	132.8507	136.2511	125.4419	147.1387	135.7422	391.7099	378.3646	432.1623	167.3	176.9826	148.8401	101.3338	92.5618	111.4181	631.3415	570.4359	535.8215	75.185	61.8154	55.0078	67.4805	60.3758	65.0892	286.4552	279.1733	246.0007	102.6787	103.3083	99.1748
ENSMUSG00000035126	4.765	4.367	3.7918	0	0	0	34.0842	51.1277	46.3096	4.251	5.6971	7.3555	0	0	0	19.7467	26.6009	31.503	11.6124	9.3414	9.2199	0	0	0	64.1425	97.1613	87.8362	11.1727	11.2029	13.1993	0	0	0	34.5663	42.0949	47.8149
ENSMUSG00000024774	0	0	0	0	0	0	0.2123	0.1279	0.354	1.7991	2.3441	3.0157	4.3468	3.1082	3.2338	0	0	0	0	0	0	0	0	0	2.2989	2.8537	3.6677	1.4495	1.8573	1.7095	3.2155	0.364	2.6356	0	0	0
ENSMUSG00000009378	1.2757	0.9646	1.7486	44.9226	52.5654	66.4818	0	0	0	0.6305	1.3496	0.9554	22.2193	19.645	10.1298	0	0	0	2.3803	2.0039	2.3458	66.1279	76.5599	88.9354	0	0	0	1.4695	1.398	0.7777	22.8191	17.7604	9.7416	0	0	0
ENSMUSG00000033610	11.5692	9.7504	10.5373	391.3556	340.4238	258.1162	125.7945	58.945	51.8136	21.4876	18.2987	20.5038	146.8519	207.9257	243.9047	59.9933	54.5347	49.6648	16.6127	18.97	17.7607	323.7121	326.4032	274.6722	69.6954	31.4943	29.9291	31.0827	30.358	27.0668	185.4791	250.2174	224.9463	49.8073	43.0206	39.2912
ENSMUSG00000035456	8.9574	16.2042	18.9285	0	0	0	0.6505	0.6377	0.6279	28.8445	19.7747	15.692	0	0	0	0	0	0	6.0948	14.3408	12.9842	0	0	0	1.4745	2.3591	2.1781	40.9192	32.2691	20.9819	0	0	0	0	0	0
ENSMUSG00000029335	10.6493	22.3146	25.6564	0	0	0	0.0564	0.0679	0.4183	39.1074	44.0887	25.584	0	0	0	0	0	0	5.6893	10.6965	11.1156	0	0	0	0	0	0.0649	20.7206	23.6099	14.3392	0	0	0	0	0	0
ENSMUSG00000024986	1.9534	1.3254	1.157	109.4059	149.901	128.5615	4.3316	1.3041	2.4881	1.3461	1.9273	1.6365	140.2437	122.2176	99.8766	0.9675	1.1526	1.355	0.7237	1.1212	0.2366	87.1106	93.5885	85.3168	1.8987	0.7764	0.7899	1.1442	1.7492	1.0898	80.4037	70.7107	82.2551	0.1826	0.0263	0.5523
ENSMUSG00000019889	14.4144	20.2603	23.8956	36.6755	41.8528	43.6049	3.3409	3.6172	3.3999	26.1276	22.6827	23.7768	66.489	63.9406	67.055	1.5382	1.1374	1.8465	18.8262	25.9993	27.0376	51.7908	57.3936	55.0976	2.118	1.6207	1.671	27.358	28.7376	29.8591	89.6691	84.9108	69.2269	2.2703	2.2238	1.2796
ENSMUSG00000021636	1.1173	0.9628	0.6493	15.2175	20.3778	18.8562	1.5009	1.1909	1.5051	0.5827	1.1569	1.0674	12.2114	9.756	9.6327	1.9116	1.6103	2.8923	1.0621	1.0695	0.8392	13.2921	15.049	14.842	1.0928	1.282	1.017	1.3682	0.9844	1.2266	9.6501	7.7994	8.0669	1.7724	1.5552	1.9893
ENSMUSG00000030291	50.8502	58.2382	60.4515	31.2663	47.2987	47.8228	95.4058	98.6648	125.0634	22.3667	31.0391	24.2445	35.6133	28.9386	32.0652	49.8767	60.1966	46.6717	40.4244	32.8099	39.615	29.0365	29.5105	38.9758	74.3769	98.3081	86.1	19.4681	19.8982	18.109	38.7561	39.8573	38.8694	67.7347	62.521	64.1741
ENSMUSG00000029123	3.5849	0.7634	2.6988	0	0	0	0.6104	1.8378	1.282	1.9034	3.5332	2.894	0	0	0	0.5763	0.7103	0.6959	3.0567	1.0288	2.9854	0	0	0	1.338	3.1458	3.5155	3.0252	4.6689	3.2932	0	0	0	0.4985	0.5749	0.6033
ENSMUSG00000048978	26.7638	14.2516	22.2708	0	0	0	0	0	0	46.6053	39	59.3997	0	0	0	0	0	0	58.8418	105.1119	78.4904	0	0	0	0	0	0	195.9542	174.4975	195.8018	0	0	0	0	0	0
ENSMUSG00000063646	24.0122	25.6696	25.087	0	0	0	11.3371	9.6172	10.2946	49.7387	58.7034	50.7398	0	0	0	6.3871	8.8653	6.2758	60.5932	75.9294	66.9906	0	0	0	15.3835	16.9669	19.8394	187.3618	131.0722	119.8277	0	0	0	25.2743	19.1909	15.8409
ENSMUSG00000039252	40.8116	36.1731	36.615	0	0	0	0.5244	0.3702	1.501	33.0131	36.9342	28.9583	0	0	0	0	0	0	39.1913	33.6415	36.9213	0	0	0	4.1401	3.7432	7.7472	21.7329	27.618	25.2943	0	0	0	0	0	0
ENSMUSG00000045273	1.4525	1.3994	4.7045	0.4357	0.4153	0.8187	28.3186	42.115	48.9241	0.4613	0.7556	0.2486	6.391	6.6474	5.8354	3.1609	7.1179	10.4914	0.4519	0.8191	1.5292	0	0.2253	0.2067	12.4906	15.1622	15.9814	2.2937	0.6235	0.4855	12.347	8.3691	12.9643	1.9522	3.6233	6.1273
ENSMUSG00000059288	3.8097	4.7707	4.6025	3.8207	2.4893	3.1507	60.8596	98.6881	125.987	15.9509	12.1775	14.4375	8.3613	8.1854	6.8441	12.908	14.4546	12.5841	22.5938	26.6634	26.7775	4.7667	7.0013	5.4602	154.7861	266.5531	264.2438	48.8049	29.8607	41.4625	29.8722	28.3011	37.6014	36.3684	37.5776	31.4429
ENSMUSG00000039179	3.3401	2.6626	3.3839	0	0	0	86.1819	112.1323	129.4073	2.4628	2.5964	4.0127	0.7984	2.2021	0.7424	25.2947	26.1585	28.2456	7.0553	5.6019	7.3819	0	0	0	74.1516	125.5066	103.9443	3.2656	4.2603	5.0808	1.8254	1.4709	1.3555	107.0906	89.3795	97.6489
ENSMUSG00000022150	5.851	4.8996	5.877	16.7016	19.7832	14.1425	23.9642	14.9893	15.5745	4.0809	7.5833	5.8148	5.5557	6.8102	3.3581	13.7158	12.6566	12.335	3.821	2.7435	2.9789	14.0152	13.5742	10.4657	5.3399	2.3561	2.41	6.4285	7.9764	6.4341	3.9231	2.3263	3.3687	6.6051	4.6549	5.529
